ID,Review,Aspects,Sentiment
1574,The service was unattentive and the only time she came over was to aggressively push drinks on us.,"service, food","negative, neutral"
1575,"From the overstuffed menu to the placemats advertising spectacularly festive drinks, to the comfy booths, the decor signals -- this is indeed your grandfather's diner and thank goodness for it.","place, ambience","positive, neutral"
1576,"For the price you pay, you get good quality and deliciously thin sliced beef.","price, miscellaneous, food","neutral, positive, positive"
1577,"Our waitress brought him a regular coke instead of a diet coke, and the salsa had OIL floating at the top.","staff, food","negative, neutral"
1578,"The Scene Cooing couples find some formality and open air up in the front room, while the subterranean back area offers hunkered-down seating for loungier dining.","miscellaneous, ambience, place, food","neutral, positive, neutral, neutral"
1579,This is definitely not a place to come for lunch because you can get the same food from a corner deli at half the price they charge here.,"food, price","neutral, positive"
1580,"For example, the last time I was there the bartender seemed visibly irritated that I would ask him for a drink instead of the waitress.","staff, food","negative, neutral"
1581,"The food was pretty good, but a little flavorless and the portions very small, including dessert.","food, miscellaneous","positive, negative"
1582,I went for lunch and the staff does not welcome you upon entering.,"food, staff","neutral, negative"
1583,"I've had the ribeye, the salmon, and a burger/fries at the bar, and they were all exceptional.","food, place","positive, neutral"
1584,"I had the lentils and cous cous for lunch the next day because my friend and I had appetizers before our entrees-- portions are pretty decent for the price, and tasty to boot.","food, miscellaneous, price","neutral, positive, neutral"
1585,At least you have the ambiance and lovely live piano musice being played for you while you wait.,"ambience, miscellaneous","neutral, positive"
1586,We asked for a side of dressing but the waiter told us that all the salads just had oil and vinegar so we should just use the oil and vinegar that was on the table.,"food, staff","neutral, negative"
1587,"Growling at us when we asked for water is one thing, but to just lie and make NO effort to satisfy, or apologize at these moderately high prices ($12.","food, price","neutral, negative"
1588,"My advice: go the bathroom at home, and then go to Ginza for EXCELLENT sushi and service.","place, food, service","neutral, positive, positive"
1589,Our meal was capped of with the waiter rudely saying he needed the table for other customers.,"food, staff, miscellaneous","neutral, negative, neutral"
1590,but the Server informed us that they wanted to make the soup their own and that she hopes we like it.,"staff, food","positive, neutral"
1591,The hostess had us wait in the bar while our table was set up and we ordered what had to be the best mojitos in the city.,"staff, place, food","neutral, neutral, positive"
1592,"While the restaurant/space itself isn't so great (somewhat cramped cheesy interior, and the name implies its a burrito take-out place), the service and food outway its few cons.","place, food, service","negative, positive, negative"
1593,"The music was a bit loud but the song selection was great, so we blew off desert and had another round of drinks at the bar.","miscellaneous, food, place","positive, neutral, neutral"
1594,Heartland is the best place in mid-town to grab a beer after work and meet the cuties that work in the building.,"food, miscellaneous","positive, neutral"
1595,"The service was nice, although our food took longer than usual to arrive because it had been brought to the wrong table and accidently eaten.","service, food, miscellaneous","positive, negative, negative"
1596,"The server was dutiful yet insincere, the brunch drinks above average.","staff, food","negative, positive"
1597,It looks like a dive but serves up fresh authentic Mexican fare you won't normally find in your average Tex-Mex style restaraunt.,"food, place","positive, negative"
1598,The food was very good but portions were small.,"food, miscellaneous","positive, negative"
1599,"I prefer to sit at the bar as I don't have to listen to loud, boring conversations from the next table who always seem to be friends of the owner.","place, miscellaneous, staff","neutral, neutral, negative"
1600,"I went there on my 2nd day in New York ever for a quick lunch and ended up staying and chatting with the owners wife and a waiter, Javi for two hours.","food, staff","positive, neutral"
1601,"The menu offered unique options and my friends enjoyed their food, but my lentil avacado salad was not better or more interesting than the lunch counter at Saks and my John Dory was overcooked.","menu, food, place","positive, negative, neutral"
